27.634,598.13
27.63,598.12
27.63,598.11
27.63,598.11
27.63,598.11
27.63,598.11
27.628,598.1
27.635,598.1
27.635,598.1
27.635,598.1
27.624,598.09
27.634,598.09
27.634,598.04
27.634,598.08
27.634,598.08
27.631,598.07
27.634,598.06
27.634,598.07
27.634,598.07
27.632,598.05
27.634,598.06
27.631,598.06
27.634,598.04
27.635,598.05
27.636,598.05
27.633,598.05
27.633,598.04
27.634,598.03
27.633,598.04
27.635,598.03
27.634,598.03
27.631,598.02
27.631,598.02
27.629,598.02
27.637,598.01
27.634,598.01
27.634,598.01
27.634,598.01
27.634,598
27.634,598
27.634,597.99
27.633,598
27.631,597.99
27.633,597.99
27.637,597.98
27.638,597.98
27.632,597.98
27.633,597.98
27.635,597.97
27.631,597.97
27.635,596.78
27.628,596.78
27.632,596.76
27.631,596.75
27.632,596.76
27.63,596.75
27.632,596.73
27.635,596.73
27.633,596.73
27.636,596.71
27.629,596.71
27.635,596.71
27.634,596.7
27.635,596.68
27.635,596.67
27.629,596.68
27.636,596.66
27.633,596.64
27.636,596.66
27.633,596.62
27.635,596.64
27.635,596.63
27.636,596.59
27.634,596.61
27.636,596.55
27.636,596.57
27.637,596.55
27.639,596.57
27.636,596.58
27.634,596.56
27.635,596.55
27.633,596.56
27.637,596.52
27.641,596.53
27.633,596.54
27.636,596.54
27.631,596.51
27.638,596.51
27.636,596.51
27.638,596.51
27.636,596.49
27.638,596.49
27.641,596.49
27.639,596.47
27.639,596.47
27.635,596.45
27.636,596.45
27.638,596.44
27.638,596.43
27.645,596.43
27.631,595.39
27.633,595.4
27.629,595.37
27.632,595.36
27.63,595.34
27.628,595.32
27.632,595.34
27.63,595.32
27.636,595.31
27.635,595.3
27.634,595.28
27.638,595.23
27.634,595.27
27.635,595.26
27.634,595.25
27.634,595.24
27.636,595.18
27.634,595.21
27.636,595.19
27.636,595.2
27.636,595.16
27.638,595.13
27.637,595.17
27.629,595.14
27.636,595.13
27.643,595.11
27.638,595.1
27.639,595.12
27.639,595.05
27.639,595.08
27.634,595.09
27.639,595.08
27.636,595.07
27.644,595.07
27.643,595.04
27.644,595.03
27.641,595.02
27.642,595.02
27.634,595.01
27.638,595
27.638,594.99
27.639,594.97
27.632,594.98
27.639,594.95
27.637,594.95
27.64,594.96
27.641,594.94
27.644,594.92
27.645,594.92
27.642,594.9
27.632,594.24
27.632,594.22
27.63,594.18
27.635,594.19
27.633,594.18
27.636,594.17
27.631,594.16
27.637,594.11
27.637,594.13
27.633,594.13
27.636,594.12
27.638,594.08
27.633,594.09
27.633,594.08
27.636,594.07
27.637,594.07
27.637,594.05
27.638,594.05
27.638,594.03
27.64,594.01
27.638,594.01
27.639,593.99
27.637,593.99
27.64,594
27.635,593.96
27.639,593.96
27.641,593.95
27.639,593.96
27.646,593.93
27.642,593.93
27.636,593.91
27.641,593.92
27.642,593.85
27.643,593.9
27.642,593.85
27.644,593.88
27.643,593.88
27.649,593.88
27.649,593.85
27.646,593.87
27.647,593.85
27.646,593.85
27.643,593.85
27.643,593.83
27.647,593.83
27.644,593.82
27.642,593.81
27.642,593.81
27.647,593.79
27.646,593.8
27.63,593.22
27.627,593.22
27.634,593.2
27.63,593.19
27.635,593.18
27.632,593.19
27.632,593.17
27.636,593.15
27.636,593.13
27.635,593.16
27.638,593.14
27.639,593.15
27.634,593.14
27.637,593.12
27.637,593.12
27.638,593.12
27.641,593.11
27.637,593.12
27.636,593.1
27.64,593.1
27.64,593.11
27.636,593.1
27.642,593.08
27.638,593.08
27.638,593.08
27.642,593.09
27.643,593.07
27.642,593.08
27.644,593.07
27.648,593.07
27.644,593.07
27.647,593.06
27.644,593.04
27.646,593.07
27.639,593.07
27.644,593.08
27.642,593.07
27.645,593.07
27.649,593.07
27.65,593.07
27.648,593.06
27.647,593.08
27.649,593.07
27.657,593.08
27.652,593.08
27.653,593.08
27.647,593.09
27.651,593.09
27.654,593.09
27.654,593.1
27.634,592.19
27.636,592.2
27.634,592.21
27.628,592.22
27.633,592.23
27.636,592.26
27.636,592.25
27.634,592.27
27.64,592.27
27.635,592.3
27.64,592.31
27.633,592.33
27.637,592.33
27.639,592.35
27.637,592.35
27.638,592.37
27.639,592.39
27.642,592.4
27.642,592.4
27.643,592.44
27.64,592.46
27.64,592.45
27.642,592.47
27.641,592.49
27.649,592.49
27.646,592.5
27.642,592.53
27.648,592.54
27.649,592.56
27.647,592.58
27.65,592.59
27.651,592.61
27.653,592.61
27.653,592.66
27.654,592.66
27.654,592.68
27.658,592.69
27.653,592.7
27.656,592.71
27.659,592.72
27.661,592.74
27.663,592.77
27.662,592.77
27.662,592.79
27.667,592.8
27.666,592.82
27.662,592.86
27.666,592.86
27.668,592.87
27.67,592.9
27.628,592.15
27.633,592.16
27.631,592.18
27.631,592.19
27.634,592.22
27.636,592.21
27.636,592.24
27.635,592.29
27.638,592.26
27.636,592.3
27.634,592.3
27.641,592.32
27.638,592.37
27.638,592.35
27.641,592.37
27.64,592.39
27.636,592.41
27.64,592.41
27.642,592.42
27.642,592.46
27.644,592.47
27.646,592.49
27.642,592.49
27.639,592.52
27.647,592.54
27.646,592.54
27.649,592.61
27.648,592.59
27.648,592.6
27.65,592.63
27.65,592.65
27.646,592.65
27.659,592.66
27.649,592.68
27.656,592.7
27.657,592.73
27.658,592.73
27.649,592.77
27.658,592.77
27.663,592.79
27.661,592.8
27.665,592.81
27.661,592.83
27.667,592.86
27.67,592.87
27.665,592.88
27.671,592.9
27.675,592.91
27.67,592.93
27.672,592.94
27.634,592.62
27.634,592.6
27.632,592.67
27.637,592.68
27.636,592.7
27.635,592.69
27.634,592.72
27.63,592.78
27.63,592.79
27.64,592.79
27.641,592.8
27.642,592.84
27.642,592.85
27.64,592.88
27.642,592.91
27.641,592.89
27.643,592.93
27.647,592.93
27.646,592.94
27.645,592.99
27.648,593
27.649,593.04
27.648,593.01
27.654,593.05
27.654,593.05
27.653,593.06
27.655,593.1
27.658,593.08
27.657,593.1
27.662,593.09
27.657,593.14
27.66,593.15
27.662,593.17
27.666,593.17
27.663,593.17
27.671,593.19
27.668,593.21
27.676,593.19
27.677,593.24
27.68,593.23
27.681,593.23
27.681,593.26
27.68,593.26
27.678,593.26
27.687,593.28
27.692,593.27
27.69,593.28
27.699,593.27
27.7,593.29
27.705,593.3
27.634,593.25
27.632,593.27
27.636,593.28
27.637,593.28
27.635,593.3
27.637,593.31
27.633,593.33
27.639,593.33
27.639,593.36
27.642,593.36
27.636,593.37
27.643,593.38
27.642,593.35
27.637,593.39
27.643,593.41
27.639,593.4
27.645,593.4
27.648,593.4
27.648,593.41
27.65,593.42
27.653,593.42
27.653,593.4
27.657,593.41
27.657,593.44
27.661,593.41
27.664,593.41
27.665,593.41
27.665,593.41
27.668,593.44
27.668,593.41
27.67,593.42
27.677,593.4
27.674,593.42
27.677,593.42
27.68,593.4
27.682,593.4
27.693,593.39
27.699,593.38
27.702,593.38
27.702,593.37
27.707,593.35
27.709,593.34
27.711,593.34
27.72,593.33
27.722,593.31
27.724,593.31
27.734,593.28
27.735,593.26
27.748,593.25
27.752,593.27
27.638,593.52
27.635,593.54
27.636,593.54
27.634,593.54
27.636,593.55
27.639,593.54
27.638,593.54
27.638,593.52
27.639,593.56
27.642,593.56
27.643,593.57
27.645,593.53
27.643,593.55
27.647,593.54
27.647,593.52
27.647,593.54
27.649,593.55
27.648,593.51
27.654,593.51
27.657,593.51
27.659,593.5
27.657,593.5
27.663,593.52
27.663,593.47
27.665,593.46
27.664,593.46
27.674,593.42
27.67,593.42
27.679,593.42
27.677,593.37
27.684,593.37
27.689,593.37
27.688,593.37
27.693,593.34
27.698,593.32
27.706,593.31
27.712,593.28
27.712,593.24
27.718,593.23
27.72,593.21
27.728,593.2
27.739,593.19
27.736,593.17
27.746,593.13
27.755,593.08
27.758,593.09
27.768,593.04
27.779,593.02
27.783,593
27.796,592.99
27.633,593.61
27.635,593.62
27.637,593.62
27.632,593.6
27.637,593.62
27.64,593.62
27.64,593.62
27.64,593.62
27.635,593.63
27.644,593.59
27.636,593.6
27.645,593.57
27.645,593.58
27.649,593.57
27.648,593.56
27.652,593.56
27.653,593.55
27.657,593.54
27.654,593.53
27.66,593.49
27.662,593.48
27.666,593.51
27.661,593.45
27.667,593.44
27.669,593.41
27.671,593.42
27.679,593.38
27.679,593.37
27.677,593.35
27.686,593.32
27.682,593.31
27.698,593.28
27.696,593.27
27.701,593.23
27.706,593.21
27.716,593.18
27.722,593.19
27.721,593.12
27.728,593.1
27.731,593.09
27.74,593.05
27.754,593.01
27.757,593
27.763,592.97
27.773,592.94
27.78,592.91
27.79,592.86
27.802,592.83
27.811,592.81
27.828,592.77
27.636,593.7
27.635,593.69
27.635,593.65
27.635,593.64
27.636,593.61
27.64,593.58
27.64,593.58
27.637,593.55
27.645,593.52
27.646,593.48
27.646,593.47
27.648,593.42
27.649,593.4
27.652,593.39
27.651,593.35
27.655,593.28
27.651,593.26
27.659,593.24
27.666,593.23
27.673,593.16
27.668,593.15
27.665,593.1
27.679,593.06
27.682,593.04
27.69,592.98
27.687,592.95
27.697,592.88
27.695,592.87
27.703,592.82
27.71,592.77
27.715,592.72
27.726,592.66
27.727,592.65
27.742,592.58
27.745,592.56
27.754,592.51
27.769,592.44
27.777,592.39
27.784,592.36
27.793,592.32
27.807,592.27
27.828,592.22
27.834,592.19
27.849,592.13
27.872,592.06
27.882,592.04
27.917,591.99
27.927,591.93
27.955,591.87
27.99,591.8
27.636,593.44
27.638,593.42
27.639,593.35
27.64,593.33
27.641,593.26
27.642,593.24
27.639,593.21
27.639,593.15
27.637,593.13
27.647,593.07
27.648,593.03
27.656,592.96
27.652,592.92
27.656,592.87
27.659,592.82
27.662,592.77
27.659,592.71
27.671,592.65
27.67,592.63
27.678,592.54
27.682,592.5
27.686,592.45
27.695,592.38
27.69,592.32
27.708,592.25
27.707,592.24
27.721,592.14
27.725,592.1
27.734,592.03
27.738,591.99
27.751,591.91
27.764,591.85
27.768,591.83
27.791,591.71
27.795,591.68
27.814,591.61
27.836,591.51
27.853,591.45
27.859,591.42
27.875,591.39
27.908,591.29
27.94,591.2
27.955,591.18
27.995,591.12
28.032,591.04
28.058,591.01
28.135,590.9
28.164,590.86
28.242,590.78
28.345,590.71
27.638,592.97
27.636,592.92
27.634,592.84
27.638,592.8
27.641,592.73
27.643,592.66
27.643,592.62
27.646,592.54
27.646,592.52
27.648,592.43
27.648,592.39
27.652,592.29
27.66,592.24
27.661,592.17
27.666,592.1
27.667,592.02
27.677,591.94
27.68,591.88
27.681,591.85
27.691,591.74
27.696,591.68
27.703,591.61
27.71,591.52
27.716,591.46
27.726,591.37
27.73,591.36
27.748,591.22
27.752,591.16
27.769,591.1
27.781,591.03
27.796,590.94
27.814,590.85
27.821,590.83
27.856,590.71
27.867,590.66
27.895,590.57
27.936,590.47
27.969,590.39
27.991,590.35
28.008,590.3
28.076,590.21
28.152,590.12
28.181,590.08
28.267,590
28.387,589.9
28.463,589.86
28.738,589.73
28.879,589.68
29.505,589.56
142.86,90.321
27.638,592.68
27.635,592.63
27.639,592.52
27.638,592.48
27.642,592.4
27.643,592.34
27.64,592.29
27.646,592.19
27.648,592.16
27.652,592.07
27.652,592.02
27.657,591.92
27.66,591.86
27.658,591.78
27.668,591.72
27.674,591.63
27.676,591.56
27.685,591.47
27.686,591.45
27.698,591.31
27.703,591.25
27.71,591.18
27.72,591.08
27.727,591
27.738,590.91
27.74,590.9
27.765,590.74
27.77,590.7
27.785,590.62
27.803,590.56
27.823,590.46
27.845,590.36
27.853,590.34
27.894,590.2
27.912,590.16
27.951,590.06
28.003,589.95
28.046,589.86
28.076,589.84
28.104,589.79
28.205,589.68
28.332,589.57
28.372,589.53
28.539,589.43
28.784,589.32
28.965,589.26
31.32,589
142.86,90.315
142.86,90.247
142.86,90.218
27.638,592.01
27.637,591.96
27.639,591.83
27.64,591.78
27.641,591.68
27.639,591.61
27.641,591.55
27.651,591.43
27.651,591.41
27.654,591.3
27.657,591.24
27.663,591.12
27.66,591.05
27.67,590.96
27.677,590.88
27.679,590.79
27.685,590.69
27.691,590.59
27.696,590.57
27.71,590.41
27.719,590.35
27.725,590.27
27.738,590.16
27.752,590.07
27.765,589.98
27.77,589.95
27.807,589.78
27.816,589.72
27.828,589.65
27.858,589.57
27.89,589.45
27.931,589.36
27.936,589.33
28.005,589.17
28.027,589.13
28.11,589.02
28.199,588.89
28.298,588.8
28.37,588.74
28.453,588.68
28.749,588.53
29.478,588.35
30.388,588.25
142.86,90.29
142.86,90.245
142.86,90.227
142.86,90.189
142.86,90.182
142.86,89.954
142.86,89.924
27.637,590.64
27.639,590.58
27.642,590.43
27.641,590.37
27.641,590.25
27.643,590.16
27.644,590.1
27.654,589.97
27.655,589.93
27.66,589.8
27.658,589.73
27.669,589.59
27.675,589.51
27.68,589.41
27.688,589.31
27.696,589.19
27.708,589.07
27.714,588.98
27.721,588.96
27.736,588.76
27.755,588.68
27.766,588.58
27.787,588.46
27.804,588.37
27.833,588.25
27.84,588.22
27.9,588.01
27.918,587.96
27.953,587.87
27.999,587.76
28.079,587.64
28.165,587.51
28.199,587.46
28.429,587.25
28.516,587.18
28.966,586.99
142.86,90.326
142.86,90.274
142.86,90.25
142.86,90.238
142.86,90.203
142.86,90.177
142.86,89.969
142.86,89.932
142.86,89.925
142.86,89.922
142.86,89.917
142.86,89.9
142.86,89.915
142.86,89.914
27.637,589.7
27.638,589.64
27.641,589.47
27.643,589.42
27.644,589.29
27.647,589.19
27.646,589.12
27.656,588.99
27.656,588.95
27.663,588.81
27.663,588.74
27.67,588.58
27.681,588.49
27.687,588.38
27.692,588.3
27.705,588.16
27.72,588.04
27.733,587.94
27.738,587.9
27.766,587.68
27.775,587.6
27.797,587.49
27.82,587.37
27.851,587.25
27.887,587.13
27.901,587.09
27.985,586.87
28.016,586.8
28.077,586.69
28.165,586.57
28.313,586.41
28.506,586.26
28.608,586.19
142.86,90.328
142.86,90.31
142.86,90.254
142.86,90.22
142.86,90.186
142.86,90.19
142.86,90.183
142.86,89.93
142.86,89.922
142.86,89.921
142.86,89.917
142.86,89.918
142.86,89.914
142.86,89.913
142.86,89.913
142.86,89.91
142.86,89.915
27.635,589.32
