id,Var2,Sens,pvalues
3,D_{ss},0.62394442885546,5.72423422427168e-21
20,G0,0.605815745051619,9.03635165992575e-10
42,mu_R,0.527227873265858,1.37965408486573e-06
40,ftD,0.521550806777835,0.000736385934549107
41,mu_E,0.44605476582506,0.0381884834756882
33,\theta_D,0.432230239268964,0.0266354289810293
25,Q_{panc},0.426419265354879,0.0348738714425061
16,\alpha_B,0.353536385169291,0.0237021699519878
