0.00023675,0.00020764,0.0002428,2.0967e-06,0.001885,7.425e-08,0.0013573,1.2941e-05,1.4979e-08,9.518e-06,1.2368e-08,3.9371e-09,6.0458e-06,3.6011e-06,5.6296e-09,0.0005568,0.00055295,0,5,5.263,0.00014963,0.00014963,0.00015753,1.7797e-06,5.4474e-05,0.00017299,1.0084e-08,0,5.5778e-05,6.5805e-06,5.5355e-05,0.0003129,5.4237e-05,0.00026693,0.00017006,0.00015782,0,0.00011191,5.3683e-07,0.00024011,5.3337e-05,0.00019889,0
1.8071e-06,4.0412e-06,1.4891e-06,1.6657e-06,1.5434e-06,1.2342e-06,1.4882e-06,1.5088e-06,1.6582e-06,2.0603e-06,1.4371e-06,1.376e-06,1.3556e-06,1.564e-06,1.7625e-06,22.533,7.5402,0,1.7091,0.0033175,1.7359,1.7359,1.7059,3.3478,1.351e-06,1.529e-06,1.8396e-06,0,1.3355e-06,1.3296e-06,3.4141e-06,2.3572e-06,1.5924e-06,1.4417e-06,2.1777e-06,1.7115e-06,0,1.7625e-06,9.1627e-07,1.5025e-06,4.7782e-06,1.5467e-06,0
3.4106e-07,2.676e-07,1.5114e-07,2.8996e-08,4.1415e-07,2.2204e-14,8.5265e-12,6.2087e-07,3.6223e-07,2.7319e-07,1.7362e-07,5.5434e-07,3.8712e-07,4.9457e-07,4.0687e-07,21.446,7.5586,0,1.7558,0.038468,1.7479,1.7479,1.7169,3.3018,3.0493e-07,6.5214e-08,3.9179e-07,0,3.7587e-07,6.4242e-07,4.5297e-07,2.5321e-07,4.1551e-07,3.7145e-07,5.2146e-07,4.2858e-07,0,2.9916e-07,6.2266e-07,5.511e-07,2.5913e-07,1.4634e-07,0
2.1497e-05,2.3804e-05,3.5987e-06,1.9202e-07,1.1065e-05,5.7973e-09,3.3902e-06,1.3195e-07,6.7852e-08,9.8531e-08,1.4347e-07,9.6668e-08,2.6018e-08,1.5228e-07,1.0669e-07,18.133,7.8952,0,1.8406,0.052176,1.8242,1.8242,1.7879,3.2157,2.0236e-05,9.4652e-07,1.8796e-07,0,7.2839e-06,1.5313e-08,2.3672e-05,3.3769e-05,2.0992e-05,3.0764e-06,8.4531e-07,8.8029e-07,0,6.4311e-07,1.9807e-07,2.861e-06,2.63e-05,2.8435e-06,0
2.6428e-06,3.6731e-06,1.4451e-06,8.7573e-07,9.0714e-07,3.6587e-07,8.7274e-07,1.2986e-06,6.9289e-07,1.2386e-06,1.8129e-06,1.3298e-06,1.4199e-06,1.0351e-06,1.3098e-07,29.701,12.024,0,2.9952,0.051289,3.0838,3.0838,2.9457,2.0184,1.9193e-06,6.7108e-07,1.2775e-06,0,9.8588e-07,1.2273e-06,4.5157e-06,4.0465e-06,3.3727e-06,5.5249e-07,1.2184e-06,2.1039e-06,0,1.4951e-06,9.3701e-07,1.8447e-06,6.0638e-06,9.5949e-07,0
8.0805e-07,2.9441e-07,3.6612e-07,5.9203e-07,6.428e-07,5.0351e-10,2.5088e-08,6.0317e-07,2.8348e-07,4.769e-07,2.5231e-07,9.8926e-07,2.583e-07,1.0057e-06,5.0438e-07,18.767,8.0838,0,2.0647,0.17459,1.9336,1.9336,1.8896,2.9903,1.194e-06,1.1014e-06,1.8879e-07,0,7.4843e-07,2.9931e-07,4.7085e-07,9.6033e-07,8.4999e-07,4.5296e-07,3.1025e-07,3.4086e-07,0,5.5568e-07,3.8482e-07,5.2758e-07,1.0345e-06,5.0916e-07,0
3.042e-06,3.1876e-06,7.4188e-07,1.7286e-07,1.8493e-06,1.1102e-14,2.5491e-11,2.5742e-07,2.4129e-07,3.5597e-07,2.5344e-07,2.1573e-07,2.2073e-07,2.9451e-07,3.0698e-07,25.976,7.255,0,1.7208,0.035123,1.7141,1.7141,1.6853,3.3373,9.5177e-07,1.6439e-07,2.2586e-07,0,5.2458e-07,4.1493e-07,8.7469e-06,3.3318e-06,3.956e-07,3.0842e-06,2.9361e-06,2.744e-06,0,1.8546e-07,3.4728e-07,4.3342e-07,8.6746e-07,1.9445e-07,0
0.019446,0.015632,0.01013,1.0814e-07,0.043771,5.8895e-06,0.018427,0.0019826,3.62e-05,0.0016253,4.4122e-05,1.7878e-05,0.0013437,0.00035779,2.1535e-05,0.019471,0.009265,0,4.9998,5.2582,0.0040355,0.0040355,0.0042478,0.00022411,0.0027355,0.011819,1.9453e-08,0,0.00094204,2.4035e-05,0.0023785,0.0060826,0.0022345,0.012695,0.0088964,0.0080161,0,0.00018475,0.00012395,0.0095292,0.0015482,0.0046131,0
0.00011533,0.00012748,5.7062e-05,3.6301e-07,5.9097e-05,1.1026e-09,3.7882e-07,1.9207e-07,2.5474e-07,1.2914e-07,2.1329e-07,5.2397e-07,1.9907e-07,2.4392e-07,1.6512e-07,25.793,7.5056,0,1.7112,0.013169,1.7274,1.7274,1.6979,3.346,7.1836e-05,4.6001e-05,3.3049e-07,0,4.3814e-06,1.3824e-07,8.3333e-05,0.00014757,7.278e-05,5.3546e-05,4.6866e-05,4.8324e-05,0,7.3799e-06,4.8059e-07,5.6829e-05,0.00015132,5.9387e-05,0
1.6248e-06,1.7428e-06,6.9876e-07,4.6945e-07,1.132e-06,1.0689e-07,1.4679e-07,3.0216e-07,3.1813e-07,2.7385e-07,4.1012e-07,9.8693e-08,2.4877e-07,4.8656e-07,2.8565e-07,20.862,8.3323,0,1.8642,0.01085,1.8943,1.8943,1.8533,3.1897,1.6561e-06,2.6042e-07,2.5234e-07,0,5.0006e-07,7.8212e-08,1.736e-06,3.0707e-06,2.0563e-06,9.3807e-07,2.9719e-07,2.9081e-07,0,2.6617e-07,2.4813e-07,4.2919e-07,2.3678e-06,1.062e-06,0
